ts_ms;time;gpsDate;lat;lon;alt;spd_kmh;pm1;pm25;pm10;pmsTempC;pmsHum;rtcTempC;batV;csq;sats;hdop;xtra_ok;sht31TempC;sht31Hum;resetReason
1377507;9:17:59;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.5;27.5;30.00;3.95;17;;;1;0;0;TaskWatchdog
1380428;9:18:02;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.4;30.00;3.96;17;;;1;0;0;TaskWatchdog
1383532;9:18:05;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.4;30.00;3.96;17;;;1;0;0;TaskWatchdog
1386549;9:18:08;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.4;27.5;30.00;4.00;17;;;1;0;0;TaskWatchdog
1389543;9:18:11;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.5;30.00;3.97;17;;;1;0;0;TaskWatchdog
1393067;9:18:15;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.4;27.5;30.00;3.98;17;;;1;0;0;TaskWatchdog
1396188;9:18:18;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.4;27.6;30.00;3.96;17;;;1;0;0;TaskWatchdog
1398606;9:18:20;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.5;30.00;3.98;17;;;1;0;0;TaskWatchdog
1401644;9:18:23;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.6;30.00;3.98;17;;;1;0;0;TaskWatchdog
1404687;9:18:26;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.4;27.6;30.00;4.00;17;;;1;0;0;TaskWatchdog
1407652;9:18:29;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.5;30.00;3.97;17;;;1;0;0;TaskWatchdog
1410683;9:18:32;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.6;30.00;3.97;17;;;1;0;0;TaskWatchdog
1414155;9:18:36;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.7;30.00;3.99;17;;;1;0;0;TaskWatchdog
1417330;9:18:39;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.5;30.00;3.98;17;;;1;0;0;TaskWatchdog
1420188;9:18:42;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.4;27.6;30.00;3.96;17;;;1;0;0;TaskWatchdog
1422756;9:18:44;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.6;30.00;3.96;17;;;1;0;0;TaskWatchdog
1425802;9:18:47;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.5;30.00;3.95;17;;;1;0;0;TaskWatchdog
1428774;9:18:50;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.6;30.00;3.96;17;;;1;0;0;TaskWatchdog
1431791;9:18:53;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.5;30.00;3.95;17;;;1;0;0;TaskWatchdog
1434841;9:18:57;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.4;27.4;30.00;3.96;17;;;1;0;0;TaskWatchdog
1437884;9:19:00;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.3;27.5;30.00;3.95;17;;;1;0;0;TaskWatchdog
1440831;9:19:03;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.4;27.6;30.00;3.98;17;;;1;0;0;TaskWatchdog
1444507;9:19:06;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.3;27.6;30.00;3.96;17;;;1;0;0;TaskWatchdog
1446918;9:19:09;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.4;30.00;3.97;17;;;1;0;0;TaskWatchdog
1450595;9:19:12;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.3;27.6;29.75;3.96;17;;;1;0;0;TaskWatchdog
1452988;9:19:15;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.3;27.6;30.00;3.97;17;;;1;0;0;TaskWatchdog
1455962;9:19:18;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.3;27.5;30.00;3.91;17;;;1;0;0;TaskWatchdog
1459547;9:19:21;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.3;27.7;30.00;3.96;17;;;1;0;0;TaskWatchdog
1461959;9:19:24;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.5;30.00;3.98;17;;;1;0;0;TaskWatchdog
1464991;9:19:27;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.5;30.00;3.98;17;;;1;0;0;TaskWatchdog
1468037;9:19:30;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.4;27.5;30.00;3.98;17;;;1;0;0;TaskWatchdog
1471086;9:19:33;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.3;27.7;30.00;3.98;17;;;1;0;0;TaskWatchdog
1474728;9:19:36;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.3;27.5;30.00;3.98;17;;;1;0;0;TaskWatchdog
1477106;9:19:39;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.3;27.6;30.00;3.97;17;;;1;0;0;TaskWatchdog
1480142;9:19:42;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.3;27.5;30.00;3.96;17;;;1;0;0;TaskWatchdog
1483162;9:19:45;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.3;27.7;29.75;3.98;17;;;1;0;0;TaskWatchdog
1486204;9:19:48;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.3;27.5;30.00;3.97;17;;;1;0;0;TaskWatchdog
1489194;9:19:51;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.3;27.7;29.75;3.97;17;;;1;0;0;TaskWatchdog
1492826;9:19:55;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.3;27.5;30.00;3.95;17;;;1;0;0;TaskWatchdog
1495708;9:19:57;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.3;27.6;29.75;3.96;17;;;1;0;0;TaskWatchdog
1498315;9:20:00;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.3;27.5;29.75;3.95;17;;;1;0;0;TaskWatchdog
1501362;9:20:03;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.3;27.6;30.00;3.92;17;;;1;0;0;TaskWatchdog
1504356;9:20:06;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.3;27.6;30.00;3.97;17;;;1;0;0;TaskWatchdog
1507913;9:20:10;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.3;27.7;29.75;3.97;17;;;1;0;0;TaskWatchdog
1511068;9:20:13;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.3;27.7;30.00;3.92;17;;;1;0;0;TaskWatchdog
1513398;9:20:15;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.3;27.6;29.75;3.96;17;;;1;0;0;TaskWatchdog
1516430;9:20:18;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.3;27.7;29.75;3.94;17;;;1;0;0;TaskWatchdog
1519412;9:20:21;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.3;27.7;29.75;3.97;17;;;1;0;0;TaskWatchdog
1522908;9:20:25;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.3;27.5;29.75;3.99;17;;;1;0;0;TaskWatchdog
1525406;9:20:27;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.3;27.6;29.75;3.96;17;;;1;0;0;TaskWatchdog
1528985;9:20:31;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.3;27.7;29.75;3.96;17;;;1;0;0;TaskWatchdog
1531924;9:20:34;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.3;27.8;29.75;3.90;17;;;1;0;0;TaskWatchdog
1534445;9:20:36;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.3;27.8;29.75;3.99;17;;;1;0;0;TaskWatchdog
1537497;9:20:39;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.3;27.7;29.75;3.93;17;;;1;0;0;TaskWatchdog
1540522;9:20:42;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;27.7;30.00;3.97;17;;;1;0;0;TaskWatchdog
1543625;9:20:45;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.3;27.7;29.75;3.98;17;;;1;0;0;TaskWatchdog
1546593;9:20:48;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;27.7;29.75;3.96;17;;;1;0;0;TaskWatchdog
1549633;9:20:51;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;27.7;29.75;3.96;17;;;1;0;0;TaskWatchdog
1552592;9:20:54;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.3;27.7;29.75;3.95;17;;;1;0;0;TaskWatchdog
1555537;9:20:57;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.2;27.7;29.75;3.96;17;;;1;0;0;TaskWatchdog
1559007;9:21:01;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.3;27.8;29.75;3.98;17;;;1;0;0;TaskWatchdog
1561634;9:21:03;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;27.8;29.75;3.96;17;;;1;0;0;TaskWatchdog
1565160;9:21:07;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;27.8;29.75;3.96;17;;;1;0;0;TaskWatchdog
1567737;9:21:09;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;27.9;29.75;3.98;17;;;1;0;0;TaskWatchdog
1570794;9:21:12;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;27.8;29.75;4.00;17;;;1;0;0;TaskWatchdog
1573746;9:21:15;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.2;27.7;29.75;3.95;17;;;1;0;0;TaskWatchdog
1576745;9:21:18;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.2;27.9;29.75;3.98;17;;;1;0;0;TaskWatchdog
1579801;9:21:21;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.2;27.8;29.75;3.98;17;;;1;0;0;TaskWatchdog
1582851;9:21:25;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;27.8;30.00;3.94;17;;;1;0;0;TaskWatchdog
1585793;9:21:27;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;27.8;29.75;3.99;17;;;1;0;0;TaskWatchdog
1588833;9:21:31;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.2;27.9;29.75;3.94;17;;;1;0;0;TaskWatchdog
1592365;9:21:34;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.2;27.8;29.75;3.95;17;;;1;0;0;TaskWatchdog
1594937;9:21:37;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.2;27.8;29.75;3.95;17;;;1;0;0;TaskWatchdog
1597956;9:21:40;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;27.8;29.75;3.96;17;;;1;0;0;TaskWatchdog
1601377;9:21:43;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;27.9;29.75;3.95;17;;;1;0;0;TaskWatchdog
1604027;9:21:46;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;27.9;29.75;4.00;17;;;1;0;0;TaskWatchdog
1606994;9:21:49;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;27.8;29.75;3.95;17;;;1;0;0;TaskWatchdog
1610115;9:21:52;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;2;26.2;27.7;29.75;3.95;17;;;1;0;0;TaskWatchdog
1613008;9:21:55;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;1;26.2;27.8;29.75;3.97;17;;;1;0;0;TaskWatchdog
1616033;9:21:58;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;2;26.2;27.8;29.75;3.99;17;;;1;0;0;TaskWatchdog
1619076;9:22:01;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;1;26.2;27.9;29.75;3.97;17;;;1;0;0;TaskWatchdog
1622494;9:22:04;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;1;26.2;27.8;29.75;3.98;17;;;1;0;0;TaskWatchdog
1625627;9:22:07;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;1;26.2;27.9;29.75;3.96;17;;;1;0;0;TaskWatchdog
1628155;9:22:10;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;2;26.2;27.8;29.75;3.96;17;;;1;0;0;TaskWatchdog
1631154;9:22:13;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;2;26.2;27.9;29.75;3.95;17;;;1;0;0;TaskWatchdog
1634205;9:22:16;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;1;26.2;27.9;29.75;3.95;17;;;1;0;0;TaskWatchdog
1637155;9:22:19;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;1;26.2;27.9;29.75;3.95;17;;;1;0;0;TaskWatchdog
1640209;9:22:22;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;1;26.2;27.8;29.75;3.97;17;;;1;0;0;TaskWatchdog
1643864;9:22:26;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;2;26.1;27.9;29.75;3.93;17;;;1;0;0;TaskWatchdog
1646238;9:22:28;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;2;26.1;28.0;29.75;3.97;17;;;1;0;0;TaskWatchdog
1649233;9:22:31;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;27.8;29.75;3.94;17;;;1;0;0;TaskWatchdog
1652280;9:22:34;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;27.9;29.75;3.96;17;;;1;0;0;TaskWatchdog
1655332;9:22:37;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;27.8;29.75;3.96;17;;;1;0;0;TaskWatchdog
1658365;9:22:40;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.1;27.8;29.75;3.97;17;;;1;0;0;TaskWatchdog
1661339;9:22:43;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;27.9;29.75;3.98;17;;;1;0;0;TaskWatchdog
1664983;9:22:47;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;27.7;29.75;3.95;17;;;1;0;0;TaskWatchdog
1667462;9:22:49;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;27.8;29.50;3.95;17;;;1;0;0;TaskWatchdog
1671062;9:22:53;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.2;27.8;29.50;3.95;17;;;1;0;0;TaskWatchdog
1673410;9:22:55;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.0;29.75;3.94;17;;;1;0;0;TaskWatchdog
1676439;9:22:58;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.1;29.75;3.96;17;;;1;0;0;TaskWatchdog
1679512;9:23:01;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.1;28.0;29.75;3.96;17;;;1;0;0;TaskWatchdog
1682542;9:23:04;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.2;29.50;3.98;17;;;1;0;0;TaskWatchdog
1685551;9:23:07;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.1;29.75;3.96;17;;;1;0;0;TaskWatchdog
1688585;9:23:10;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.1;28.0;29.50;3.94;17;;;1;0;0;TaskWatchdog
1691622;9:23:13;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.0;29.50;3.91;17;;;1;0;0;TaskWatchdog
1694590;9:23:16;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.1;28.2;29.50;3.98;17;;;1;0;0;TaskWatchdog
1697627;9:23:19;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.1;29.75;3.94;17;;;1;0;0;TaskWatchdog
1700691;9:23:22;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.1;28.1;29.75;3.97;17;;;1;0;0;TaskWatchdog
1703717;9:23:25;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.2;28.1;29.50;3.97;17;;;1;0;0;TaskWatchdog
1706753;9:23:28;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.2;29.75;3.95;17;;;1;0;0;TaskWatchdog
1709821;9:23:32;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.3;29.50;3.95;17;;;1;0;0;TaskWatchdog
1712842;9:23:35;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.1;28.2;29.50;3.96;17;;;1;0;0;TaskWatchdog
1715794;9:23:37;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.2;29.75;3.94;17;;;1;0;0;TaskWatchdog
1719382;9:23:41;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;2;26.1;28.2;29.50;3.95;17;;;1;0;0;TaskWatchdog
1721902;9:23:44;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;1;26.1;28.2;29.50;3.96;17;;;1;0;0;TaskWatchdog
1724915;9:23:47;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;1;26.1;28.1;29.50;3.92;17;;;1;0;0;TaskWatchdog
1727885;9:23:50;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;2;26.1;28.1;29.50;3.96;17;;;1;0;0;TaskWatchdog
1730948;9:23:53;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;1;26.1;28.1;29.50;3.96;17;;;1;0;0;TaskWatchdog
1733965;9:23:56;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;2;26.1;28.2;29.75;3.95;17;;;1;0;0;TaskWatchdog
1736921;9:23:59;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.2;29.50;3.93;17;;;1;0;0;TaskWatchdog
1739957;9:24:02;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.1;28.1;29.50;3.94;17;;;1;0;0;TaskWatchdog
1743004;9:24:05;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.2;29.50;3.95;17;;;1;0;0;TaskWatchdog
1745952;9:24:08;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.1;28.2;29.50;3.92;17;;;1;0;0;TaskWatchdog
1749002;9:24:11;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.2;29.50;3.93;17;;;1;0;0;TaskWatchdog
1752181;9:24:14;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.3;29.50;3.95;17;;;1;0;0;TaskWatchdog
1755541;9:24:17;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.1;28.2;29.75;3.92;17;;;1;0;0;TaskWatchdog
1758099;9:24:20;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.2;29.50;3.95;17;;;1;0;0;TaskWatchdog
1761074;9:24:23;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.2;29.50;3.93;17;;;1;0;0;TaskWatchdog
1764031;9:24:26;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;28.3;29.50;3.97;17;;;1;0;0;TaskWatchdog
1767088;9:24:29;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;28.2;29.50;3.95;17;;;1;0;0;TaskWatchdog
1770226;9:24:32;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.2;29.50;3.97;17;;;1;0;0;TaskWatchdog
1773782;9:24:35;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;28.4;29.50;3.90;17;;;1;0;0;TaskWatchdog
1776135;9:24:38;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;28.3;29.50;3.92;17;;;1;0;0;TaskWatchdog
1779177;9:24:41;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;28.5;29.75;3.98;17;;;1;0;0;TaskWatchdog
1782222;9:24:44;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;28.2;29.50;3.91;17;;;1;0;0;TaskWatchdog
1785227;9:24:47;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;28.2;29.50;3.88;17;;;1;0;0;TaskWatchdog
1788198;9:24:50;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.2;29.50;3.94;17;;;1;0;0;TaskWatchdog
1791246;9:24:53;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.3;29.50;3.94;17;;;1;0;0;TaskWatchdog
1794188;9:24:56;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;28.4;29.50;3.91;17;;;1;0;0;TaskWatchdog
1797245;9:24:59;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.0;28.5;29.50;3.93;17;;;1;0;0;TaskWatchdog
1800723;9:25:02;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.0;28.5;29.50;3.96;17;;;1;0;0;TaskWatchdog
1803326;9:25:05;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;28.4;29.50;3.95;17;;;1;0;0;TaskWatchdog
1806286;9:25:08;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;28.5;29.50;3.96;17;;;1;0;0;TaskWatchdog
1809951;9:25:12;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.5;29.50;3.93;17;;;1;0;0;TaskWatchdog
1812426;9:25:14;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.6;29.50;3.93;17;;;1;0;0;TaskWatchdog
1815380;9:25:17;13-10-2025;-33.392.162;-70.501.022;;0.0;0;0;0;26.1;28.5;29.50;3.93;17;;;1;0;0;TaskWatchdog
1818501;9:25:20;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.5;29.50;3.94;17;;;1;0;0;TaskWatchdog
1821399;9:25:23;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.6;29.50;3.94;17;;;1;0;0;TaskWatchdog
1824380;9:25:26;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.6;29.50;3.96;17;;;1;0;0;TaskWatchdog
1827386;9:25:29;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;28.7;29.50;3.96;17;;;1;0;0;TaskWatchdog
1831063;9:25:33;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;28.9;29.50;3.95;17;;;1;0;0;TaskWatchdog
1833437;9:25:35;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;29.1;29.50;3.92;17;;;1;0;0;TaskWatchdog
1836428;9:25:38;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;28.9;29.50;3.96;17;;;1;0;0;TaskWatchdog
1839585;9:25:41;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;29.1;29.50;3.97;17;;;1;0;0;TaskWatchdog
1842442;9:25:44;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;29.1;29.50;3.96;17;;;1;0;0;TaskWatchdog
1845487;9:25:47;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;29.1;29.50;3.96;17;;;1;0;0;TaskWatchdog
1848452;9:25:50;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;29.2;29.50;3.94;17;;;1;0;0;TaskWatchdog
1851540;9:25:53;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.1;29.2;29.50;3.95;17;;;1;0;0;TaskWatchdog
1854434;9:25:56;13-10-2025;-33.392.162;-70.501.022;;0.0;0;1;1;26.1;29.1;29.50;3.94;17;;;1;0;0;TaskWatchdog
1857478;9:25:59;13-10-2025;-33.392.162;-70.501.022;;0.0;0;3;3;26.1;29.0;29.50;3.95;17;;;1;0;0;TaskWatchdog
1860982;9:26:03;13-10-2025;-33.392.162;-70.501.022;;0.0;0;3;3;26.1;29.0;29.50;3.93;17;;;1;0;0;TaskWatchdog
1863557;9:26:05;13-10-2025;-33.392.162;-70.501.022;;0.0;0;3;3;26.1;28.9;29.50;3.93;17;;;1;0;0;TaskWatchdog
1866520;9:26:08;13-10-2025;-33.392.162;-70.501.022;;0.0;0;3;3;26.1;29.0;29.50;3.93;17;;;1;0;0;TaskWatchdog
1869565;9:26:11;13-10-2025;-33.392.162;-70.501.022;;0.0;0;3;3;26.0;29.1;29.50;3.93;17;;;1;0;0;TaskWatchdog
1872986;9:26:15;13-10-2025;-33.392.162;-70.501.022;;0.0;0;4;4;26.1;29.1;29.50;3.94;17;;;1;0;0;TaskWatchdog
1876182;9:26:18;13-10-2025;-33.392.162;-70.501.022;;0.0;0;4;4;26.1;29.1;29.50;3.93;17;;;1;0;0;TaskWatchdog
1879062;9:26:21;13-10-2025;-33.392.162;-70.501.022;;0.0;0;4;4;26.1;29.1;29.50;3.95;17;;;1;0;0;TaskWatchdog
1881634;9:26:23;13-10-2025;-33.392.162;-70.501.022;;0.0;0;5;5;26.0;29.1;29.50;3.93;17;;;1;0;0;TaskWatchdog
1884597;9:26:26;13-10-2025;-33.392.162;-70.501.022;;0.0;1;5;5;26.1;29.3;29.50;3.93;17;;;1;0;0;TaskWatchdog
1888107;9:26:30;13-10-2025;-33.392.162;-70.501.022;;0.0;0;4;4;26.1;29.4;29.50;3.94;17;;;1;0;0;TaskWatchdog
1890695;9:26:32;13-10-2025;-33.392.162;-70.501.022;;0.0;0;4;4;26.0;29.1;29.50;3.94;17;;;1;0;0;TaskWatchdog
1893643;9:26:35;13-10-2025;-33.392.162;-70.501.022;;0.0;0;4;4;26.1;29.2;29.50;3.96;17;;;1;0;0;TaskWatchdog
1896681;9:26:38;13-10-2025;-33.392.162;-70.501.022;;0.0;0;4;4;26.1;29.2;29.50;3.96;17;;;1;0;0;TaskWatchdog
1899792;9:26:41;13-10-2025;-33.392.162;-70.501.022;;0.0;1;4;4;26.0;29.1;29.50;3.97;17;;;1;0;0;TaskWatchdog
1903389;9:26:45;13-10-2025;-33.392.162;-70.501.022;;0.0;0;3;3;26.1;29.2;29.50;3.92;17;;;1;0;0;TaskWatchdog
1905827;9:26:48;13-10-2025;-33.392.162;-70.501.022;;0.0;1;4;4;26.1;29.2;29.50;3.96;17;;;1;0;0;TaskWatchdog
1908843;9:26:51;13-10-2025;-33.392.162;-70.501.022;;0.0;1;3;3;26.0;29.0;29.50;3.94;17;;;1;0;0;TaskWatchdog
1911888;9:26:54;13-10-2025;-33.392.162;-70.501.022;;0.0;0;2;2;26.0;29.2;29.50;3.94;17;;;1;0;0;TaskWatchdog
1914838;9:26:57;13-10-2025;-33.392.162;-70.501.022;;0.0;1;3;3;26.0;29.1;29.50;3.96;17;;;1;0;0;TaskWatchdog
1917877;9:27:00;13-10-2025;-33.392.162;-70.501.022;;0.0;1;3;3;26.0;29.3;29.50;3.96;17;;;1;0;0;TaskWatchdog
