ts_ms;time;gpsDate;lat;lon;alt;spd_kmh;pm1;pm25;pm10;pmsTempC;pmsHum;rtcTempC;batV;csq;sats;hdop;xtra_ok;sht31TempC;sht31Hum;resetReason
4315363;10:06:57;13-10-2025;-33.391.327;-70.499.901;945.7;0.0;0;1;1;24.2;28.5;27.00;3.83;24;4;1.1;1;0;0;TaskWatchdog
4318281;10:07:00;13-10-2025;-33.391.319;-70.499.901;948.5;0.0;0;2;2;24.2;28.5;27.00;3.85;24;4;1.1;1;0;0;TaskWatchdog
4321843;10:07:04;13-10-2025;-33.391.315;-70.499.901;949.5;0.0;0;1;1;24.2;28.5;27.00;3.82;24;4;1.1;1;0;0;TaskWatchdog
4325044;10:07:07;13-10-2025;-33.391.315;-70.499.901;949.5;0.0;0;2;2;24.2;28.4;27.00;3.83;24;5;1.0;1;0;0;TaskWatchdog
4327399;10:07:09;13-10-2025;-33.391.315;-70.499.893;949.2;0.0;0;1;1;24.2;28.4;27.00;3.83;24;5;1.0;1;0;0;TaskWatchdog
4330400;10:07:12;13-10-2025;-33.391.315;-70.499.893;949.3;0.0;0;2;2;24.2;28.6;27.25;3.81;24;5;1.0;1;0;0;TaskWatchdog
4333436;10:07:15;13-10-2025;-33.391.315;-70.499.893;949.3;0.0;0;3;3;24.2;28.5;27.00;3.83;24;4;1.1;1;0;0;TaskWatchdog
4336447;10:07:18;13-10-2025;-33.391.315;-70.499.893;949.3;0.0;0;2;2;24.2;28.6;27.00;3.83;24;4;1.0;1;0;0;TaskWatchdog
4339484;10:07:21;13-10-2025;-33.391.319;-70.499.893;949.3;0.0;0;2;2;24.2;28.7;27.00;3.80;24;4;1.0;1;0;0;TaskWatchdog
4342637;10:07:24;13-10-2025;-33.391.315;-70.499.893;949.3;0.0;0;3;3;24.2;28.5;27.00;3.83;24;4;1.1;1;0;0;TaskWatchdog
4346157;10:07:28;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;3;3;24.2;28.6;27.00;3.82;24;4;1.1;1;0;0;TaskWatchdog
4348717;10:07:30;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;3;3;24.2;28.6;27.00;3.82;24;4;1.1;1;0;0;TaskWatchdog
4352239;10:07:34;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;3;3;24.2;28.5;27.00;3.83;24;4;1.1;1;0;0;TaskWatchdog
4354766;10:07:36;13-10-2025;-33.391.315;-70.499.893;949.5;0.0;0;1;2;24.2;28.6;27.00;3.83;24;4;1.1;1;0;0;TaskWatchdog
4357797;10:07:39;13-10-2025;-33.391.315;-70.499.893;949.5;0.0;0;1;2;24.2;28.7;27.00;3.78;24;4;1.1;1;0;0;TaskWatchdog
4360886;10:07:43;13-10-2025;-33.391.315;-70.499.893;949.5;0.0;0;1;1;24.2;28.5;27.00;3.77;24;3;1.1;1;0;0;TaskWatchdog
4363877;10:07:46;13-10-2025;-33.391.315;-70.499.893;949.5;0.0;0;1;1;24.2;28.5;27.00;3.80;24;3;1.1;1;0;0;TaskWatchdog
4366838;10:07:49;13-10-2025;-33.391.315;-70.499.893;949.5;0.0;0;2;2;24.2;28.4;27.00;3.83;24;3;1.1;1;0;0;TaskWatchdog
4369878;10:07:52;13-10-2025;-33.391.315;-70.499.893;949.5;0.0;0;1;1;24.2;28.5;27.00;3.78;24;4;1.1;1;0;0;TaskWatchdog
4372926;10:07:55;13-10-2025;-33.391.315;-70.499.893;949.5;0.0;0;2;2;24.2;28.6;27.00;3.84;24;4;1.1;1;0;0;TaskWatchdog
4376567;10:07:58;13-10-2025;-33.391.315;-70.499.893;949.5;0.0;0;2;2;24.2;28.5;27.00;3.77;24;4;1.1;1;0;0;TaskWatchdog
4383607;10:08:05;13-10-2025;-33.391.315;-70.499.893;949.5;0.0;0;2;2;24.2;28.5;27.00;3.83;24;4;1.0;1;0;0;TaskWatchdog
4384937;10:08:07;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;2;2;24.2;28.5;27.00;3.83;24;4;1.0;1;0;0;TaskWatchdog
4387898;10:08:10;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;1;1;24.2;28.7;27.00;3.81;24;4;1.0;1;0;0;TaskWatchdog
4390946;10:08:13;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;1;1;24.2;28.7;27.00;3.78;24;4;1.1;1;0;0;TaskWatchdog
4393965;10:08:16;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;2;2;24.2;28.6;27.00;3.82;24;3;1.2;1;0;0;TaskWatchdog
4397037;10:08:19;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;1;1;24.2;28.7;27.25;3.81;24;3;1.2;1;0;0;TaskWatchdog
4400003;10:08:22;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;2;2;24.2;28.7;27.00;3.82;24;3;1.1;1;0;0;TaskWatchdog
4403021;10:08:25;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;2;2;24.2;28.6;27.00;3.78;24;3;1.1;1;0;0;TaskWatchdog
4405995;10:08:28;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;1;1;24.2;28.6;27.00;3.79;24;3;1.2;1;0;0;TaskWatchdog
4409587;10:08:31;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;1;1;24.2;28.4;27.00;3.76;24;3;1.2;1;0;0;TaskWatchdog
4412054;10:08:34;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;3;3;24.3;28.6;27.25;3.80;24;4;1.1;1;0;0;TaskWatchdog
4415623;10:08:37;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;3;3;24.2;28.4;27.00;3.82;24;3;1.2;1;0;0;TaskWatchdog
4418160;10:08:40;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;2;2;24.2;28.5;27.00;3.80;24;4;1.0;1;0;0;TaskWatchdog
4421197;10:08:43;13-10-2025;-33.391.315;-70.499.893;949.4;0.0;0;3;3;24.2;28.6;27.00;3.77;24;4;1.1;1;0;0;TaskWatchdog
4424685;10:08:46;13-10-2025;-33.391.315;-70.499.893;949.3;0.0;0;2;2;24.3;28.5;27.25;3.72;24;4;1.1;1;0;0;TaskWatchdog
4427198;10:08:49;13-10-2025;-33.391.315;-70.499.893;949.3;0.0;0;2;2;24.3;28.4;27.25;3.59;24;5;1.1;1;0;0;TaskWatchdog
4430647;10:08:52;13-10-2025;-33.391.315;-70.499.893;949.3;0.0;0;3;3;24.3;28.5;27.00;3.75;24;4;1.4;1;0;0;TaskWatchdog
4433157;10:08:55;13-10-2025;-33.391.315;-70.499.893;949.3;0.0;0;3;3;24.3;28.5;27.25;3.77;24;5;1.1;1;0;0;TaskWatchdog
4436719;10:08:58;13-10-2025;-33.391.315;-70.499.893;949.3;0.0;0;1;1;24.3;28.5;27.25;3.78;24;4;1.2;1;0;0;TaskWatchdog
4439255;10:09:01;13-10-2025;-33.391.315;-70.499.893;949.3;0.0;0;1;1;24.3;28.6;27.00;3.82;24;5;1.1;1;0;0;TaskWatchdog
4442239;10:09:04;13-10-2025;-33.391.315;-70.499.893;949.3;0.0;0;1;1;24.3;28.6;27.25;3.78;24;5;1.0;1;0;0;TaskWatchdog
4445249;10:09:07;13-10-2025;-33.391.308;-70.499.908;948.3;0.0;0;0;0;24.3;28.6;27.25;3.72;24;5;1.0;1;0;0;TaskWatchdog
4448400;10:09:10;13-10-2025;-33.391.289;-70.499.947;948.0;0.0;0;0;0;24.3;28.7;27.25;3.78;24;5;1.0;1;0;0;TaskWatchdog
4451356;10:09:13;13-10-2025;-33.391.289;-70.499.954;945.8;0.0;0;1;1;24.3;28.5;27.25;3.81;24;4;1.1;1;0;0;TaskWatchdog
4454398;10:09:16;13-10-2025;-33.391.296;-70.499.947;943.8;0.0;0;1;1;24.3;28.5;27.25;3.76;24;4;1.1;1;0;0;TaskWatchdog
4457400;10:09:19;13-10-2025;-33.391.296;-70.499.947;943.6;0.0;0;1;1;24.4;28.5;27.25;3.79;24;5;1.0;1;0;0;TaskWatchdog
4460802;10:09:22;13-10-2025;-33.391.296;-70.499.947;943.6;0.0;0;0;0;24.4;28.5;27.25;3.80;24;4;1.1;1;0;0;TaskWatchdog
4463916;10:09:26;13-10-2025;-33.391.300;-70.499.947;943.2;0.0;0;0;1;24.4;28.5;27.25;3.80;24;6;0.9;1;0;0;TaskWatchdog
4466435;10:09:28;13-10-2025;-33.391.300;-70.499.947;943.2;0.0;0;0;1;24.4;28.4;27.25;3.80;24;5;0.9;1;0;0;TaskWatchdog
4469516;10:09:31;13-10-2025;-33.391.300;-70.499.947;943.2;0.0;0;0;1;24.4;28.6;27.25;3.80;24;5;1.0;1;0;0;TaskWatchdog
4472514;10:09:34;13-10-2025;-33.391.300;-70.499.947;943.2;0.0;0;1;2;24.4;28.5;27.25;3.80;24;5;1.0;1;0;0;TaskWatchdog
4475567;10:09:37;13-10-2025;-33.391.300;-70.499.947;943.1;0.0;0;0;1;24.5;28.5;27.25;3.79;24;4;1.0;1;0;0;TaskWatchdog
4478765;10:09:40;13-10-2025;-33.391.300;-70.499.947;943.1;0.0;0;0;1;24.5;28.4;27.25;3.76;24;6;1.0;1;0;0;TaskWatchdog
4481812;10:09:44;13-10-2025;-33.391.300;-70.499.947;943.1;0.0;0;1;2;24.5;28.5;27.25;3.78;24;6;0.9;1;0;0;TaskWatchdog
4484806;10:09:46;13-10-2025;-33.391.300;-70.499.947;943.1;0.0;0;0;1;24.5;28.5;27.50;3.81;24;5;0.9;1;0;0;TaskWatchdog
4487795;10:09:49;13-10-2025;-33.391.300;-70.499.947;943.1;0.0;0;1;2;24.6;28.4;27.25;3.80;24;4;1.2;1;0;0;TaskWatchdog
4491576;10:09:53;13-10-2025;-33.391.300;-70.499.947;943.1;0.0;0;2;3;24.6;28.6;27.25;3.72;24;3;1.4;1;0;0;TaskWatchdog
4493876;10:09:56;13-10-2025;-33.391.300;-70.499.947;943.1;0.0;0;3;3;24.6;28.5;27.50;3.79;24;4;1.3;1;0;0;TaskWatchdog
4496941;10:09:59;13-10-2025;-33.391.300;-70.499.947;943.1;0.0;0;3;3;24.6;28.5;27.50;3.82;24;4;1.3;1;0;0;TaskWatchdog
4499967;10:10:02;13-10-2025;-33.391.300;-70.499.947;943.1;0.0;0;2;2;24.7;28.5;27.50;3.79;24;3;1.4;1;0;0;TaskWatchdog
4502916;10:10:05;13-10-2025;-33.391.300;-70.499.947;943.1;0.0;0;3;3;24.7;28.4;27.50;3.75;24;3;1.4;1;0;0;TaskWatchdog
4506001;10:10:08;13-10-2025;-33.391.300;-70.499.947;943.1;0.0;0;3;3;24.7;28.3;27.50;3.72;24;3;1.4;1;0;0;TaskWatchdog
4508998;10:10:11;13-10-2025;-33.391.300;-70.499.947;943.2;0.0;0;2;2;24.8;28.4;27.50;3.77;24;3;1.3;1;0;0;TaskWatchdog
4512046;10:10:14;13-10-2025;-33.391.296;-70.499.954;942.3;0.0;0;2;2;24.8;28.4;27.50;3.78;24;3;1.3;1;0;0;TaskWatchdog
4515768;10:10:17;13-10-2025;-33.391.289;-70.499.954;944.5;0.0;0;3;3;24.9;28.3;27.50;3.78;24;3;1.3;1;0;0;TaskWatchdog
4518076;10:10:20;13-10-2025;-33.391.289;-70.499.954;944.6;0.0;0;3;3;24.9;28.3;27.50;3.78;24;3;1.3;1;0;0;TaskWatchdog
4521078;10:10:23;13-10-2025;-33.391.293;-70.499.954;944.1;0.0;0;2;2;25.0;28.3;27.50;3.76;24;3;1.3;1;0;0;TaskWatchdog
4524115;10:10:26;13-10-2025;-33.391.293;-70.499.954;944.1;0.0;0;1;1;25.0;28.2;27.50;3.78;24;3;1.3;1;0;0;TaskWatchdog
4527166;10:10:29;13-10-2025;-33.391.289;-70.499.954;944.2;0.0;0;1;1;25.1;28.2;27.75;3.74;24;3;1.7;1;0;0;TaskWatchdog
4530199;10:10:32;13-10-2025;-33.391.289;-70.499.954;944.3;0.0;0;1;1;25.1;28.3;27.75;3.78;24;3;1.7;1;0;0;TaskWatchdog
4533234;10:10:35;13-10-2025;-33.391.289;-70.499.954;944.6;0.0;0;1;1;25.1;28.3;27.75;3.75;24;3;1.7;1;0;0;TaskWatchdog
4536708;10:10:38;13-10-2025;-33.391.285;-70.499.954;945.4;0.0;0;2;2;25.1;28.3;27.75;3.80;24;3;1.7;1;0;0;TaskWatchdog
4539758;10:10:41;13-10-2025;-33.391.285;-70.499.954;945.5;0.0;0;1;1;25.2;28.2;27.75;3.78;24;3;1.7;1;0;0;TaskWatchdog
4542360;10:10:44;13-10-2025;-33.391.285;-70.499.954;945.6;0.0;0;2;2;25.2;28.2;27.75;3.82;24;3;1.3;1;0;0;TaskWatchdog
4545405;10:10:47;13-10-2025;-33.391.285;-70.499.954;945.7;0.0;0;2;2;25.3;28.2;27.75;3.81;24;3;1.3;1;0;0;TaskWatchdog
4548397;10:10:50;13-10-2025;-33.391.285;-70.499.954;945.8;0.0;0;1;1;25.3;28.2;27.75;3.78;24;3;1.3;1;0;0;TaskWatchdog
4551341;10:10:53;13-10-2025;-33.391.285;-70.499.954;945.9;0.0;0;0;0;25.3;28.0;27.75;3.81;24;3;1.3;1;0;0;TaskWatchdog
4554397;10:10:56;13-10-2025;-33.391.285;-70.499.954;946.0;0.0;0;1;1;25.3;27.9;28.00;3.75;24;3;1.3;1;0;0;TaskWatchdog
4557397;10:10:59;13-10-2025;-33.391.285;-70.499.954;946.1;0.0;0;0;0;25.4;27.9;28.00;3.84;24;3;1.3;1;0;0;TaskWatchdog
4560757;10:11:02;13-10-2025;-33.391.285;-70.499.954;946.2;0.0;0;1;1;25.4;28.0;28.00;3.81;24;4;1.2;1;0;0;TaskWatchdog
4563473;10:11:05;13-10-2025;-33.391.281;-70.499.954;946.3;0.0;0;0;0;25.5;28.0;28.00;3.75;24;4;1.2;1;0;0;TaskWatchdog
4566500;10:11:08;13-10-2025;-33.391.270;-70.499.969;947.9;0.0;0;1;1;25.5;28.1;28.00;3.78;24;4;1.2;1;0;0;TaskWatchdog
4569517;10:11:11;13-10-2025;-33.391.270;-70.499.969;948.4;0.0;0;1;1;25.6;27.9;28.00;3.77;24;4;1.2;1;0;0;TaskWatchdog
4572636;10:11:14;13-10-2025;-33.391.270;-70.499.969;948.4;0.0;0;0;0;25.6;28.0;28.00;3.78;24;4;1.2;1;0;0;TaskWatchdog
4575521;10:11:17;13-10-2025;-33.391.270;-70.499.969;948.4;0.0;0;1;1;25.6;28.0;28.25;3.81;24;4;1.2;1;0;0;TaskWatchdog
4579268;10:11:21;13-10-2025;-33.391.270;-70.499.969;948.4;0.0;0;1;1;25.7;28.0;28.00;3.83;24;4;1.2;1;0;0;TaskWatchdog
4581714;10:11:23;13-10-2025;-33.391.273;-70.499.977;947.1;0.0;0;0;0;25.7;27.8;28.00;3.84;24;4;1.2;1;0;0;TaskWatchdog
4584806;10:11:26;13-10-2025;-33.391.273;-70.499.977;947.1;0.0;0;0;0;25.7;27.9;28.25;3.81;24;4;1.2;1;0;0;TaskWatchdog
4587839;10:11:30;13-10-2025;-33.391.273;-70.499.977;947.1;0.0;0;1;1;25.8;28.0;28.25;3.80;24;4;1.2;1;0;0;TaskWatchdog
4591329;10:11:33;13-10-2025;-33.391.273;-70.499.977;947.0;0.0;0;0;0;25.9;27.7;28.25;3.81;24;3;1.4;1;0;0;TaskWatchdog
4593880;10:11:36;13-10-2025;-33.391.273;-70.499.977;946.9;0.0;0;0;0;25.9;27.7;28.25;3.81;24;3;1.3;1;0;0;TaskWatchdog
4597400;10:11:39;13-10-2025;-33.391.273;-70.499.977;946.9;0.0;0;0;0;25.9;27.7;28.25;3.83;24;3;1.3;1;0;0;TaskWatchdog
4599959;10:11:42;13-10-2025;-33.391.273;-70.499.977;946.9;0.0;0;0;0;26.0;27.8;28.25;3.83;24;4;1.3;1;0;0;TaskWatchdog
4603439;10:11:45;13-10-2025;-33.391.273;-70.499.977;946.9;0.0;0;1;2;26.0;27.7;28.25;3.79;24;4;1.2;1;0;0;TaskWatchdog
4606438;10:11:48;13-10-2025;-33.391.277;-70.499.977;946.9;0.0;0;0;1;26.1;27.8;28.25;3.76;24;6;1.0;1;0;0;TaskWatchdog
4608996;10:11:51;13-10-2025;-33.391.277;-70.499.977;946.9;0.0;0;0;1;26.1;27.6;28.25;3.81;24;5;1.0;1;0;0;TaskWatchdog
4612398;10:11:54;13-10-2025;-33.391.277;-70.499.977;946.9;0.0;0;0;1;26.2;27.6;28.50;3.77;24;5;1.0;1;0;0;TaskWatchdog
4615001;10:11:57;13-10-2025;-33.391.277;-70.499.977;946.9;0.0;0;0;1;26.2;27.5;28.50;3.80;24;5;1.0;1;0;0;TaskWatchdog
4618043;10:12:00;13-10-2025;-33.391.277;-70.499.977;946.9;0.0;0;0;1;26.2;27.5;28.50;3.81;24;5;1.0;1;0;0;TaskWatchdog
4621116;10:12:03;13-10-2025;-33.391.277;-70.499.977;946.9;0.0;0;1;2;26.3;27.4;28.50;3.77;24;5;1.0;1;0;0;TaskWatchdog
4624118;10:12:06;13-10-2025;-33.391.277;-70.499.977;946.9;0.0;0;0;1;26.3;27.5;28.50;3.80;24;5;1.0;1;0;0;TaskWatchdog
4627164;10:12:09;13-10-2025;-33.391.277;-70.499.977;946.9;0.0;0;0;1;26.3;27.5;28.50;3.79;24;5;1.0;1;0;0;TaskWatchdog
4630649;10:12:12;13-10-2025;-33.391.277;-70.499.977;946.9;0.0;0;1;1;26.4;27.4;28.50;3.80;24;5;1.0;1;0;0;TaskWatchdog
4633241;10:12:15;13-10-2025;-33.391.277;-70.499.977;946.9;0.0;0;1;2;26.4;27.3;28.50;3.81;24;5;1.0;1;0;0;TaskWatchdog
4636244;10:12:18;13-10-2025;-33.391.277;-70.499.977;946.9;0.0;0;1;2;26.5;27.4;28.50;3.80;24;5;1.1;1;0;0;TaskWatchdog
4639279;10:12:21;13-10-2025;-33.391.277;-70.499.977;946.9;0.0;0;1;1;26.5;27.2;28.75;3.80;24;5;1.1;1;0;0;TaskWatchdog
4642801;10:12:24;13-10-2025;-33.391.285;-70.499.977;944.6;0.0;0;2;2;26.6;27.1;28.75;3.80;24;5;1.0;1;0;0;TaskWatchdog
4645365;10:12:27;13-10-2025;-33.391.285;-70.499.985;941.9;0.0;0;2;2;26.6;27.1;28.75;3.81;24;5;1.1;1;0;0;TaskWatchdog
4648446;10:12:30;13-10-2025;-33.391.285;-70.499.985;941.5;0.0;0;1;1;26.7;27.0;28.75;3.78;24;5;1.1;1;0;0;TaskWatchdog
4651886;10:12:34;13-10-2025;-33.391.285;-70.499.985;941.4;0.0;0;1;1;26.7;27.1;28.75;3.80;24;4;1.6;1;0;0;TaskWatchdog
4654792;10:12:36;13-10-2025;-33.391.285;-70.499.985;941.4;0.0;0;1;1;26.7;27.0;29.00;3.80;24;5;1.2;1;0;0;TaskWatchdog
4657400;10:12:39;13-10-2025;-33.391.293;-70.499.977;939.9;0.0;0;2;2;26.8;27.0;29.00;3.81;24;5;1.2;1;0;0;TaskWatchdog
4660437;10:12:42;13-10-2025;-33.391.293;-70.499.977;940.7;0.0;0;2;2;26.8;26.8;29.00;3.80;24;5;1.2;1;0;0;TaskWatchdog
4663474;10:12:45;13-10-2025;-33.391.293;-70.499.977;940.7;0.0;0;1;1;26.9;27.0;29.00;3.77;24;5;1.2;1;0;0;TaskWatchdog
4666436;10:12:48;13-10-2025;-33.391.293;-70.499.977;940.5;0.0;0;1;1;26.9;26.8;29.00;3.80;24;5;1.2;1;0;0;TaskWatchdog
4669468;10:12:51;13-10-2025;-33.391.293;-70.499.977;940.5;0.0;0;1;1;26.9;26.8;29.00;3.81;24;5;1.2;1;0;0;TaskWatchdog
4672522;10:12:54;13-10-2025;-33.391.293;-70.499.977;940.5;0.0;0;1;1;27.0;26.7;29.00;3.77;24;5;1.2;1;0;0;TaskWatchdog
4676117;10:12:58;13-10-2025;-33.391.300;-70.499.969;939.1;0.0;0;1;1;27.0;26.8;29.00;3.76;24;5;1.2;1;0;0;TaskWatchdog
4679280;10:13:01;13-10-2025;-33.391.296;-70.499.977;939.8;0.0;0;2;2;27.1;26.7;29.00;3.80;24;5;1.2;1;0;0;TaskWatchdog
4681796;10:13:03;13-10-2025;-33.391.296;-70.499.977;939.9;0.0;0;3;3;27.1;26.6;29.00;3.82;24;5;1.1;1;0;0;TaskWatchdog
4684868;10:13:07;13-10-2025;-33.391.300;-70.499.969;939.8;0.0;0;2;2;27.2;26.6;29.00;3.73;24;5;1.3;1;0;0;TaskWatchdog
4688295;10:13:10;13-10-2025;-33.391.300;-70.499.969;940.2;0.0;0;1;1;27.2;26.5;29.00;3.81;24;5;1.1;1;0;0;TaskWatchdog
4691274;10:13:13;13-10-2025;-33.391.296;-70.499.977;941.8;0.0;0;1;1;27.2;26.5;29.25;3.79;24;5;1.1;1;0;0;TaskWatchdog
4693876;10:13:16;13-10-2025;-33.391.296;-70.499.977;941.9;0.0;0;1;1;27.3;26.6;29.25;3.82;24;5;1.1;1;0;0;TaskWatchdog
4696913;10:13:19;13-10-2025;-33.391.296;-70.499.977;941.9;0.0;0;2;2;27.4;26.3;29.25;3.76;24;5;1.1;1;0;0;TaskWatchdog
4699848;10:13:22;13-10-2025;-33.391.296;-70.499.977;941.9;0.0;0;1;1;27.4;26.4;29.25;3.82;24;5;1.1;1;0;0;TaskWatchdog
4702964;10:13:25;13-10-2025;-33.391.293;-70.499.977;941.9;0.0;0;2;2;27.4;26.4;29.25;3.80;24;5;1.1;1;0;0;TaskWatchdog
4706476;10:13:28;13-10-2025;-33.391.296;-70.499.977;941.8;0.0;0;2;3;27.5;26.2;29.25;3.80;24;4;1.3;1;0;0;TaskWatchdog
4708997;10:13:31;13-10-2025;-33.391.296;-70.499.977;941.8;0.0;0;2;3;27.5;26.3;29.25;3.80;24;5;1.0;1;0;0;TaskWatchdog
4712045;10:13:34;13-10-2025;-33.391.296;-70.499.977;941.8;0.0;0;2;3;27.5;26.2;29.25;3.80;24;5;1.0;1;0;0;TaskWatchdog
4714999;10:13:37;13-10-2025;-33.391.296;-70.499.977;941.8;0.0;0;1;1;27.6;26.0;29.50;3.76;24;5;1.0;1;0;0;TaskWatchdog
4718461;10:13:40;13-10-2025;-33.391.296;-70.499.977;941.8;0.0;0;2;2;27.6;26.0;29.25;3.79;24;4;1.1;1;0;0;TaskWatchdog
4721023;10:13:43;13-10-2025;-33.391.296;-70.499.977;941.8;0.0;0;1;1;27.6;26.1;29.50;3.77;24;4;1.1;1;0;0;TaskWatchdog
4724036;10:13:46;13-10-2025;-33.391.296;-70.499.977;941.8;0.0;0;1;1;27.6;26.1;29.50;3.80;24;5;1.1;1;0;0;TaskWatchdog
4727609;10:13:49;13-10-2025;-33.391.296;-70.499.977;941.8;0.0;0;1;1;27.7;26.1;29.50;3.79;24;5;1.1;1;0;0;TaskWatchdog
4730140;10:13:52;13-10-2025;-33.391.296;-70.499.977;941.7;0.0;0;2;2;27.7;26.2;29.50;3.81;24;5;1.1;1;0;0;TaskWatchdog
4733116;10:13:55;13-10-2025;-33.391.296;-70.499.977;941.7;0.0;0;2;2;27.8;26.1;29.50;3.79;24;5;1.0;1;0;0;TaskWatchdog
4736118;10:13:58;13-10-2025;-33.391.296;-70.499.977;941.7;0.0;0;1;1;27.8;26.0;29.50;3.78;24;5;1.0;1;0;0;TaskWatchdog
4739621;10:14:01;13-10-2025;-33.391.296;-70.499.977;941.7;0.0;0;1;1;27.9;26.0;29.50;3.80;24;5;1.0;1;0;0;TaskWatchdog
4742200;10:14:04;13-10-2025;-33.391.296;-70.499.977;941.8;0.0;0;1;1;27.9;25.9;29.75;3.79;24;5;1.0;1;0;0;TaskWatchdog
4745238;10:14:07;13-10-2025;-33.391.296;-70.499.977;943.0;0.0;0;0;0;27.9;25.9;29.50;3.79;24;5;1.0;1;0;0;TaskWatchdog
4748194;10:14:10;13-10-2025;-33.391.293;-70.499.977;943.5;0.0;0;0;0;28.0;25.9;29.75;3.79;24;4;1.1;1;0;0;TaskWatchdog
4751256;10:14:13;13-10-2025;-33.391.293;-70.499.977;943.6;0.0;0;0;0;28.0;26.0;29.75;3.78;24;4;1.1;1;0;0;TaskWatchdog
4754801;10:14:16;13-10-2025;-33.391.293;-70.499.969;943.7;0.0;0;1;1;28.1;25.9;29.75;3.77;24;4;1.3;1;0;0;TaskWatchdog
4757400;10:14:19;13-10-2025;-33.391.293;-70.499.969;943.8;0.0;0;1;1;28.1;25.7;29.75;3.80;24;5;1.1;1;0;0;TaskWatchdog
4760733;10:14:22;13-10-2025;-33.391.293;-70.499.969;943.8;0.0;0;0;0;28.2;25.6;29.75;3.82;24;5;1.0;1;0;0;TaskWatchdog
4763354;10:14:25;13-10-2025;-33.391.293;-70.499.969;943.9;0.0;0;1;1;28.2;25.8;30.00;3.76;24;4;1.1;1;0;0;TaskWatchdog
4766835;10:14:29;13-10-2025;-33.391.293;-70.499.969;943.9;0.0;0;0;0;28.2;25.8;29.75;3.81;24;4;1.1;1;0;0;TaskWatchdog
4769402;10:14:31;13-10-2025;-33.391.293;-70.499.969;944.0;0.0;0;0;0;28.2;25.6;29.75;3.78;24;4;1.3;1;0;0;TaskWatchdog
4772773;10:14:34;13-10-2025;-33.391.293;-70.499.969;944.1;0.0;0;0;0;28.3;25.8;30.00;3.80;24;4;1.4;1;0;0;TaskWatchdog
4775915;10:14:38;13-10-2025;-33.391.293;-70.499.969;945.0;0.0;0;1;1;28.3;25.7;30.00;3.82;24;4;1.1;1;0;0;TaskWatchdog
4778457;10:14:40;13-10-2025;-33.391.293;-70.499.969;945.1;0.0;0;1;1;28.4;25.7;30.00;3.78;24;4;1.1;1;0;0;TaskWatchdog
4781860;10:14:44;13-10-2025;-33.391.293;-70.499.969;945.1;0.0;0;1;1;28.4;25.6;30.00;3.77;24;4;1.1;1;0;0;TaskWatchdog
4784433;10:14:46;13-10-2025;-33.391.293;-70.499.969;945.2;0.0;0;2;2;28.5;25.4;30.00;3.76;24;5;1.1;1;0;0;TaskWatchdog
4787477;10:14:49;13-10-2025;-33.391.293;-70.499.969;945.2;0.0;0;1;1;28.5;25.5;30.00;3.78;24;5;1.1;1;0;0;TaskWatchdog
4790437;10:14:52;13-10-2025;-33.391.293;-70.499.969;945.1;0.0;0;1;1;28.5;25.6;30.00;3.69;24;4;1.3;1;0;0;TaskWatchdog
4793952;10:14:56;13-10-2025;-33.391.293;-70.499.969;945.2;0.0;0;1;1;28.6;25.4;30.00;3.75;24;5;1.3;1;0;0;TaskWatchdog
4796515;10:14:58;13-10-2025;-33.391.293;-70.499.969;945.2;0.0;0;1;1;28.6;25.3;30.25;3.76;24;5;1.1;1;0;0;TaskWatchdog
4799556;10:15:01;13-10-2025;-33.391.293;-70.499.969;945.2;0.0;0;0;0;28.6;25.5;30.25;3.74;24;5;1.1;1;0;0;TaskWatchdog
4803125;10:15:05;13-10-2025;-33.391.289;-70.499.969;945.2;0.0;0;1;1;28.6;25.5;30.25;3.79;24;4;1.2;1;0;0;TaskWatchdog
4805715;10:15:07;13-10-2025;-33.391.289;-70.499.969;945.2;0.0;0;0;0;28.7;25.4;30.25;3.79;23;5;1.1;1;0;0;TaskWatchdog
4808757;10:15:10;13-10-2025;-33.391.289;-70.499.969;945.2;0.0;0;2;2;28.7;25.2;30.25;3.77;23;5;1.1;1;0;0;TaskWatchdog
4812212;10:15:14;13-10-2025;-33.391.289;-70.499.969;945.2;0.0;0;1;1;28.8;25.1;30.25;3.77;23;5;1.0;1;0;0;TaskWatchdog
4814720;10:15:16;13-10-2025;-33.391.289;-70.499.969;945.3;0.0;0;2;2;28.8;25.1;30.25;3.79;23;5;1.0;1;0;0;TaskWatchdog
